OrgNr,name,industry_name,company_size_category,profitability_category,growth_category
5560951526,Tierra Products AB,,Micro,Low Profitability,Medium Growth
5560612656,Tiits Trädgård Aktiebolag,,Micro,Good Profitability,Medium Growth
5560957564,Tikab Aktiebolag,,Micro,High Profitability,Rapid Decline
5566051263,TiksPac Norden AB,,Micro,Good Profitability,Low Growth
5562895648,Timmele Måleri Aktiebolag,,Micro,Good Profitability,Declining
5568942360,Timmerman Ullman Bygg AB,,Micro,High Profitability,High Growth
5567707921,Timothy Milan Bygg AB,,Micro,Low Profitability,High Growth
5562939594,Timrå Betong Industri Aktiebolag,,Micro,High Profitability,High Growth
5565199659,Timrå IK Ishockey AB,,Small,Good Profitability,Low Growth
5590115001,Timrå Skog AB,,Micro,High Profitability,Rapid Decline
5568972227,Tingstad Måleri AB,,Micro,Low Profitability,Rapid Decline
5591775290,Tingsvalvet Fastighets AB (publ),,Micro,High Profitability,High Growth
5568725716,Tini Gruppen AB,,Micro,Good Profitability,High Growth
5568669757,Tiny Experiment Aktiebolag,,Micro,Good Profitability,Low Growth
5592372550,Tio till Tolv Piteå AB,,Micro,Low Profitability,High Growth
5590339874,TioTak AB,,Micro,Low Profitability,Rapid Decline
5590281571,Tipi Bygg AB,,Micro,Good Profitability,Rapid Decline
5591076764,Tipp Transport Sverige AB,,Micro,Good Profitability,High Growth
5590549993,Tiraholms Fisk AB,,Micro,Good Profitability,Low Growth
5591093181,Tixly Sweden AB,,Micro,High Profitability,High Growth
5560417254,Tjeders Industri Aktiebolag,,Micro,Good Profitability,Declining
5591919443,Tjelvling Funfood AB,,Micro,Good Profitability,High Growth
5564266525,Tjolöholms Lantbruks Aktiebolag,,Micro,Good Profitability,Declining
5563523157,Tjust Fritid Aktiebolag,,Micro,Good Profitability,Declining
5565733465,Tjädermo's El AB,,Micro,Good Profitability,Declining
5563519965,Tjörnarps Buss & Åkeri Aktiebolag,,Micro,Low Profitability,Medium Growth
5567625164,Tjörns Måltids AB,,Micro,Low Profitability,Low Growth
5567012025,To make it AB,,Micro,Low Profitability,High Growth
5591029292,ToGus Freight AB,,Micro,Low Profitability,Rapid Decline
5590030226,Toarps Plåtslageri AB,,Micro,Low Profitability,High Growth
5590938626,Tobakskompaniet i Malmö AB,,Small,Low Profitability,Low Growth
5564652187,Tobbes Resor Aktiebolag,,Micro,Low Profitability,High Growth
5566430400,Tobias Plåtslageri AB,,Micro,Good Profitability,Declining
5565825592,Tobitex AB,,Micro,Good Profitability,High Growth
5592090400,Today Consulting Syd AB,,Micro,Low Profitability,High Growth
5563849289,Tofta Lantbruks Aktiebolag,,Micro,Low Profitability,Low Growth
5562446368,Tofta Plåt & Ventilation Aktiebolag,,Micro,Low Profitability,Declining
5562694017,Tofta Strandpensionat Aktiebolag,,Micro,High Profitability,Medium Growth
5568548019,Together Assistans AB,,Micro,Good Profitability,Low Growth
5568865983,Tolerate Sweden AB,,Micro,Good Profitability,Rapid Decline
5564034998,Toleruds hästfoder och maskin AB,,Micro,Good Profitability,Medium Growth
5568175920,Tolga Food AB,,Small,Low Profitability,High Growth
5567458822,Tollenäs Group AB,,Micro,Good Profitability,High Growth
5566635685,Tollstoy Odont AB,,Micro,Good Profitability,Low Growth
5591360325,Tomas Aldén AB,,Micro,Good Profitability,Declining
5568734734,Tomas CAD och Verktyg AB,,Micro,Low Profitability,Low Growth
5567957666,Tomelilla Husvagnar AB,,Micro,Low Profitability,Rapid Decline
5568446354,Tomex Sweden AB,,Micro,Low Profitability,Rapid Decline
5568950165,Tommy Anderssons Måleri AB,,Micro,Low Profitability,Declining
5564434586,Tommy Angmo Aktiebolag,,Micro,Low Profitability,Low Growth
5568120025,Tomorro AB,,Micro,Good Profitability,Medium Growth
5564767605,Tompla Scandinavia Aktiebolag,,Micro,Low Profitability,Rapid Decline
5593279556,Tonys Chocolonely Sweden AB,,Micro,Low Profitability,High Growth
5590647656,Top Drill Stockholm AB,,Micro,Low Profitability,Medium Growth
5565655759,Top Raider AB,,Small,Good Profitability,Rapid Decline
5568261019,Top Solution Security Sverige AB,,Micro,Low Profitability,High Growth
5565394813,Top Städ Service i Sverige AB,,Micro,Low Profitability,Medium Growth
5568199920,Topas Vatten Service AB,,Micro,Good Profitability,Medium Growth
5564622859,Tope Aktiebolag,,Micro,Low Profitability,Rapid Decline
5564616893,Topline Aktiebolag,,Micro,Good Profitability,Low Growth
5590347679,Topp Team Bygg i Västra Götaland AB,,Micro,Low Profitability,Rapid Decline
5568991300,Topper AB,,Micro,Low Profitability,High Growth
5564182219,Torbjörn Bengtsson Schakt Aktiebolag,,Micro,Good Profitability,Low Growth
5567915664,Torbjörn Jakobsson Skog & Entreprenad AB,,Micro,Low Profitability,Declining
5567490791,Torbjörn Karlssons Entreprenad AB,,Micro,Low Profitability,Medium Growth
5569805327,Torcat Fiber & Data AB,,Micro,Good Profitability,Medium Growth
5590247887,Tords Motorservice AB,,Micro,Low Profitability,Declining
5565654877,Tore Smith Food AB,,Micro,Low Profitability,Rapid Decline
5565777975,Tore Ulff Chartering AB,,Micro,High Profitability,High Growth
5565066783,Torebrings Grossist AB,,Micro,Low Profitability,Low Growth
5567209647,Torggruppen AB,,Micro,Good Profitability,Declining
5594376799,Torggummans Ägg AB,,Micro,Low Profitability,Rapid Decline
5564192085,Torgnys Trä Aktiebolag,,Micro,Low Profitability,Rapid Decline
5592288285,Toriro Power Solutions AB,,Micro,High Profitability,High Growth
5560995713,Torkapparater-Termisk Processutrustning Aktiebolag,,Micro,High Profitability,Low Growth
5569153793,Torland Fiske AB,,Small,Low Profitability,High Growth
5569794497,Tornedalens Entreprenad AB,,Micro,Low Profitability,Low Growth
5591755730,Tornedalens Industrirör AB,,Micro,Good Profitability,High Growth
5566356407,Toroma Automation AB,,Micro,Good Profitability,High Growth
5590884689,Toros De Obra AB,,Micro,Low Profitability,Low Growth
5592408388,Torp Dental AB,,Micro,Good Profitability,Medium Growth
5565410270,Torp's Vattenskärning AB,,Micro,Good Profitability,Rapid Decline
5592352834,Torpa Lantbruk AB,,Micro,Good Profitability,Low Growth
5565991733,Torppa Rörprojekt AB,,Micro,Low Profitability,Declining
5562950831,Torps Byggelement Aktiebolag,,Micro,Low Profitability,Low Growth
5560477225,Torsbo Handels Aktiebolag,,Micro,Good Profitability,Declining
5593027294,Torsgårdens Lantbruk AB,,Micro,Good Profitability,Medium Growth
5564377231,Torshälla Industrisvets Aktiebolag,,Micro,Low Profitability,Medium Growth
5562120476,Torslanda Emballage AB,,Micro,High Profitability,Medium Growth
5566560875,Torsåkers Schakt- och Spårservice AB,,Micro,Good Profitability,Medium Growth
5567758874,Torsö Mjölk AB,,Micro,Good Profitability,Rapid Decline
5565811014,Torups Byggshop AB,,Micro,Good Profitability,Declining
5561267658,Torvald Anderson & Söner Aktiebolag,,Micro,High Profitability,Low Growth
5565452298,Torverk Industrial Doors Aktiebolag,,Micro,Low Profitability,Medium Growth
5565227864,Toréns Entreprenad i Östersund AB,,Small,Good Profitability,High Growth
5568887698,"Toshiba Global Commerce Solutions (Nordic), AB",,Small,Low Profitability,Rapid Decline
5563627560,Tosterups Gård Aktiebolag,,Micro,Good Profitability,Rapid Decline
5590422910,Total Allservice STHLM AB,,Micro,Good Profitability,High Growth
5593651010,Total Cargo Expertise - TCE AB,,Micro,High Profitability,High Growth
5564927936,Totech Industriutveckling AB,,Micro,Good Profitability,High Growth
5566299193,Toten Transport AB,,Micro,Low Profitability,Rapid Decline
5567340947,Touch Coating Lessebo AB,,Micro,Low Profitability,Medium Growth
5567495006,Touchtech AB,,Micro,Low Profitability,High Growth
5567417992,Tours & Tickets Stockholm AB,,Micro,Good Profitability,Medium Growth
5561663260,Tovenco AB,,Micro,Low Profitability,Low Growth
5566847884,Tovholens Bygga Bo AB,,Micro,Low Profitability,High Growth
5593192643,Tracks & Trails AB,,Micro,Good Profitability,Rapid Decline
5591334494,Tracon Consulting AB,,Micro,Low Profitability,High Growth
5591949853,Trade Gothenburg AB,,Micro,Good Profitability,Low Growth
5566165824,Trade It Skandinavien AB,,Micro,Low Profitability,Declining
5565451621,Tradifood AB,,Micro,Low Profitability,Declining
5565019113,Trafik & Fritid Skandinavien AB,,Micro,Low Profitability,Rapid Decline
5561889691,Trafikbutiken i Älvängen Aktiebolag,,Micro,Good Profitability,Low Growth
5562020817,Trailerservice Sweden AB,,Micro,Low Profitability,Low Growth
5568848617,Trailerservice Södertälje AB,,Micro,High Profitability,Low Growth
5569620189,TrainPool Sverige AB,,Micro,Low Profitability,Low Growth
5568216096,Traindrivers Rental Scandinavia AB,,Micro,Good Profitability,High Growth
5566914254,Traktor och Maskin i Sörmland Aktiebolag,,Micro,Low Profitability,Declining
5566760236,Trampoolin Simskolor i Storsthlm AB,,Micro,High Profitability,High Growth
5566942818,TranSiC AB,,Micro,Good Profitability,Medium Growth
5566977780,Tranda Transport AB,,Micro,Low Profitability,Rapid Decline
5560934464,Tranemo Elektromekaniska Verkstad Aktiebolag,,Micro,Good Profitability,Declining
5565489936,Tranfoten Aktiebolag,,Micro,Good Profitability,Declining
5566525936,Tranpenad Bemanning i Trestad AB,,Small,Low Profitability,Low Growth
5568165814,Trans-Action AB,,Micro,Low Profitability,Rapid Decline
5592733561,TransFlex AB,,Micro,High Profitability,Low Growth
5561557546,Transab Distribution Aktiebolag,,Micro,Good Profitability,Medium Growth
5567049217,Transbaltika AB,,Micro,Low Profitability,Rapid Decline
5566028386,Transcutan AB,,Micro,Low Profitability,High Growth
5561818690,Transformator - Teknik i Åmål Aktiebolag,,Small,Good Profitability,Declining
5564446200,Transformator Service i Hässleholm Aktiebolag,,Micro,Good Profitability,Medium Growth
5564601929,Translator i Sundbyberg Aktiebolag,,Micro,Low Profitability,High Growth
5566501614,Transmotec Sweden AB,,Micro,Good Profitability,Rapid Decline
5566858592,Transpond AB,,Micro,Good Profitability,High Growth
5563980951,Transport Trading Reservdelar DP AB,,Micro,Good Profitability,Low Growth
5567658520,Transport och Lagerservice i Sundsvall AB,,Micro,Low Profitability,Low Growth
5566082847,Transportbolaget i Eskilstuna AB,,Micro,Good Profitability,Low Growth
5562550128,Transportkonsult i Norrbotten AB,,Micro,High Profitability,Low Growth
5566625892,Transportproffset i Borås AB,,Micro,Low Profitability,Low Growth
5565377081,Transports & Warehouse Services Scandinavia AB,,Small,Low Profitability,Low Growth
5590740105,Transtema Mobile AB,,Micro,Low Profitability,High Growth
5568560568,Transtema service & underhåll AB,,Micro,Low Profitability,High Growth
5591769558,Tranås Fjärrtransporter AB,,Micro,Low Profitability,Declining
5562408541,Tranås Renhållning Aktiebolag,,Micro,Good Profitability,Low Growth
5562100593,Tranås Resebyrå Aktiebolag,,Micro,High Profitability,Low Growth
5567152748,Tranås Skogsentreprenad AB,,Micro,Good Profitability,Low Growth
5561273185,Tranås Statt Aktiebolag,,Micro,Low Profitability,Declining
5568879521,Trapezia AB,,Micro,High Profitability,High Growth
5590616867,Travel & Events Nordic Ways Aktiebolag,,Micro,Good Profitability,High Growth
5565356168,Travel Beyond i Stockholm AB,,Small,Low Profitability,Declining
5564974045,Travel Point Aktiebolag,,Micro,Low Profitability,High Growth
5561678565,Travel Support & Services Nordic AB,,Micro,Good Profitability,High Growth
5565962650,Travellink AB,,Micro,Good Profitability,High Growth
5592234370,Travtränare Wäjersten AB,,Micro,Low Profitability,Medium Growth
5566409768,Tre D - Mekaniska AB,,Small,Low Profitability,Declining
5591742696,Tre Kronor Media Göteborg AB,,Micro,Low Profitability,Declining
5562645910,Tre-Mek i Trelleborg Aktiebolag,,Micro,Good Profitability,Declining
5563023547,Tre-T Aktiebolag,,Micro,Good Profitability,Low Growth
5561810820,TreCe AB,,Small,Low Profitability,Low Growth
5569262438,TreForm Packaging AB,,Small,Low Profitability,Medium Growth
5590900766,Trebo Hotell AB,,Micro,Good Profitability,Low Growth
5568739022,Trebyggare i Väsby AB,,Micro,Good Profitability,Rapid Decline
5560718255,Tredo AB,,Micro,Low Profitability,Medium Growth
5591218648,Tree Trading Sweden AB,,Micro,Low Profitability,Low Growth
5591079602,Tree of brands AB,,Micro,Low Profitability,High Growth
5593159188,Treetops AB,,Micro,Good Profitability,Rapid Decline
5593269821,Trefyr Linköping AB,,Micro,Good Profitability,High Growth
5567518518,Trehalsons AB,,Micro,High Profitability,Medium Growth
5560998584,Treklövern Bostads AB,,Micro,Low Profitability,Low Growth
5566350053,Treko Electrics AB,,Micro,Good Profitability,Declining
5562891795,Trelleborgs Svagströmsservice Aktiebolag,,Micro,Low Profitability,Low Growth
5566611959,Tremeco AB,,Micro,Low Profitability,Low Growth
5568641707,Trenad Nordic Måleri AB,,Micro,Low Profitability,High Growth
5568526908,TrendRehab i Sverige AB,,Micro,Good Profitability,Rapid Decline
5560495821,Trendmark Aktiebolag,,Small,Low Profitability,High Growth
5563791333,Treo Plåt i Västerås Aktiebolag,,Micro,High Profitability,Declining
5564487394,Treson El Aktiebolag,,Micro,Good Profitability,Low Growth
5562576024,Trety AB,,Micro,Low Profitability,Rapid Decline
5567744452,Tri Stockholm AB,,Micro,Good Profitability,Rapid Decline
5567779169,Triator Brand & Säkerhetsteknik AB,,Micro,High Profitability,Declining
5565781340,Triator Elinstallationer AB,,Micro,Low Profitability,High Growth
5565661880,Triator Larm Tele Data AB,,Micro,Good Profitability,High Growth
5565807970,Triator Storkök AB,,Micro,Low Profitability,Rapid Decline
5564520475,Triclima Installation AB,,Micro,Low Profitability,High Growth
5563877231,Trikem AB,,Micro,High Profitability,Medium Growth
5591238844,Trim tab AB,,Micro,Low Profitability,Rapid Decline
5569353336,Trimero Accounting AB,,Micro,High Profitability,Low Growth
5569096133,Trimtex Sverige AB,,Micro,Low Profitability,High Growth
5567994602,Trinax AB,,Micro,Good Profitability,Rapid Decline
5565924833,Triplan AB,,Small,Good Profitability,Low Growth
5568918261,Triple V Music AB,,Micro,High Profitability,Low Growth
5565015525,Triplesign System Aktiebolag,,Micro,Low Profitability,Rapid Decline
5568130099,Tripx Travel AB,,Micro,High Profitability,High Growth
5565600532,Tristar Clean Städservice AB,,Micro,Low Profitability,Declining
5569153991,Tritech Solutions AB,,Small,Low Profitability,High Growth
5560620782,Triumph International Aktiebolag,,Small,Low Profitability,Declining
5563911097,Trivector System Aktiebolag,,Micro,Low Profitability,High Growth
5592364045,Trodenta AB,,Micro,Good Profitability,Medium Growth
5561047290,Troedsson & Nilsson Aktiebolag,,Micro,Good Profitability,Rapid Decline
5567079503,Troedstorp Lantbruks AB,,Micro,Good Profitability,High Growth
5569098568,Troentorp Clogs AB,,Micro,Low Profitability,Rapid Decline
5567755128,Trofo Invest & Trading Company AB,,Micro,Low Profitability,Low Growth
5562146885,Trofé Försäljnings Aktiebolag,,Micro,Good Profitability,Low Growth
5561057059,Trolleholms Gods Aktiebolag,,Micro,Good Profitability,Low Growth
5590958244,Trollenäs Lantbruks AB,,Micro,Low Profitability,Rapid Decline
5567351316,Trollenäs Lantmannaaffär Aktiebolag,,Small,Low Profitability,Rapid Decline
5564992880,Trollhättans Truck AB,,Micro,Low Profitability,Medium Growth
5569797235,Tromp Medical AB,,Micro,Good Profitability,High Growth
5568653223,Tropheum AB,,Micro,Low Profitability,High Growth
5565970679,Tropikariet i Helsingborg AB,,Micro,Good Profitability,Medium Growth
5565454542,Trosabygdens Teknik AB,,Micro,Good Profitability,Rapid Decline
5564096153,Troserums Förvaltnings Aktiebolag,,Micro,High Profitability,Low Growth
5565463048,Trovena AB,,Micro,Good Profitability,Rapid Decline
5563482131,Troxhammar Golf Aktiebolag,,Micro,Good Profitability,High Growth
5567669469,TruckStyle Sweden AB,,Micro,Good Profitability,High Growth
5567707400,TruckTech i Örebro AB,,Micro,Good Profitability,Low Growth
5592648439,Truckbaronen AB,,Micro,Good Profitability,Declining
5563104495,Trucker i Nykvarn Aktiebolag,,Small,Low Profitability,High Growth
5567973291,Truecore AB,,Micro,High Profitability,High Growth
5567275333,TrulyBoating AB,,Micro,Good Profitability,High Growth
5560585761,Trumlingsaktiebolaget,,Micro,Good Profitability,Declining
5566071956,Trust Care AB,,Micro,Good Profitability,Rapid Decline
5593938995,Tryckluftservice i Karlstad AB,,Micro,Good Profitability,High Growth
5566356860,Tryffelsvinet AB,,Small,Good Profitability,Declining
5569814477,Tryggadörr AB,,Micro,Good Profitability,Medium Growth
5568362338,Tryggare Vård Och Omsorg i Sverige AB,,Micro,Low Profitability,High Growth
5567779359,Trygghet & Säkerhet i Östergötland AB,,Micro,Good Profitability,High Growth
5592458441,Tryggtboende i Sverige AB,,Micro,Good Profitability,High Growth
5566308168,Tryggve Olson Normdetaljer AB,,Micro,High Profitability,High Growth
5567172126,Trä & Miljö Sverige AB,,Micro,Good Profitability,Medium Growth
5563660207,Trä-Team Br. Nyberg Aktiebolag,,Micro,Low Profitability,Declining
5566456561,Träd och Skog i Skåne AB,,Micro,Good Profitability,Medium Growth
5565864260,Trädgård & Anläggning I Sundsvall Aktiebolag,,Micro,Good Profitability,Medium Growth
5564565256,Trädgårds- och Idrottsanläggningsservice i Vaxholm Aktiebolag,,Micro,Good Profitability,Low Growth
5591406896,Trädgårdsanläggningar Harry Johnson AB,,Micro,Good Profitability,High Growth
5563953016,Trädgårdsgrossisten i Stockholm Aktiebolag,,Micro,Good Profitability,Low Growth
5593607400,Trädgårdskonsult Syd AB,,Micro,Good Profitability,High Growth
5566526868,Trädgårdskonsult TSTC AB,,Micro,Good Profitability,High Growth
5562257112,Trädgårdstjänst i Örebro AB,,Micro,Low Profitability,Low Growth
5590406533,Trägsta mjölkgård AB,,Micro,Good Profitability,Low Growth
5591626782,Trähuset Övik AB,,Micro,Good Profitability,Rapid Decline
5592000839,Träningsalpha AB,,Micro,Good Profitability,High Growth
5566203781,Trässbergs Cement AB,,Micro,Good Profitability,Declining
5560640806,Träullit Aktiebolag,,Micro,Low Profitability,Rapid Decline
5560640806,Träullit Aktiebolag,,Micro,Good Profitability,High Growth
5563688471,Trångsvikens Bygg Aktiebolag,,Small,Good Profitability,Rapid Decline
5591039127,Tschudi Logistics AB,,Small,Low Profitability,Medium Growth
5565743977,Tsurumi-Intec Pump AB,,Micro,Good Profitability,Rapid Decline
5563280055,Tufvassons AB,,Micro,Good Profitability,Low Growth
5591747166,Tullkurvan AB,,Micro,Low Profitability,Medium Growth
5565809711,Tullstorp Dressage Stable AB,,Micro,Good Profitability,High Growth
5566418702,Tulpankungen Säljdirekt AB,,Micro,Good Profitability,Medium Growth
5566293584,Tum Bygg AB,,Small,Good Profitability,Medium Growth
5565895983,Tumba Dental AB,,Micro,Good Profitability,Declining
5566717426,Tumba Glas- och Fönsterrenovering AB,,Micro,Good Profitability,Rapid Decline
5567091565,Tumba Riv och Sanering AB,,Micro,Good Profitability,Rapid Decline
5565663746,Tuna Björka Miljömaskiner AB,,Micro,Good Profitability,Low Growth
5590700398,Tuna Ventilation AB,,Micro,Good Profitability,Declining
5564390788,Tuna-Grönt Aktiebolag,,Micro,Good Profitability,Low Growth
5591410906,Tunga Delar Malmfälten AB,,Micro,Low Profitability,Medium Growth
5563893717,Tupac Aktiebolag,,Micro,Good Profitability,Declining
5565281226,Tur & Retur Resebyrå i Helsingborg Aktiebolag,,Micro,Low Profitability,High Growth
5561148643,"Turab, Turbin- och Regulatorservice AB",,Micro,Low Profitability,Rapid Decline
5593288730,Turboshop Sweden AB,,Micro,Low Profitability,High Growth
5562001395,Tureholms Maskinstation Aktiebolag,,Micro,Good Profitability,High Growth
5565724613,Tures Mack AB,,Micro,Low Profitability,Declining
5566689609,Turfman AB,,Micro,Good Profitability,Rapid Decline
5567443881,Turnab AB,,Micro,Low Profitability,Rapid Decline
5561619007,Turols Metallartiklar Aktiebolag,,Micro,Low Profitability,Declining
5566018510,Turon MedTech AB,,Micro,Good Profitability,High Growth
5565537270,Tursbo Rehab AB,,Micro,Low Profitability,High Growth
5592722267,Tutus AB,,Micro,Low Profitability,High Growth
5567333595,Tuulik Entreprenad AB,,Micro,Low Profitability,Low Growth
5567882310,"Tuuls Tak, Fönster & Byggtjänster AB",,Micro,Good Profitability,Declining
5563890168,Tuve Måleri Aktiebolag,,Micro,Good Profitability,Declining
5561946152,TvNo Textilservice Aktiebolag,,Small,Low Profitability,Low Growth
5564128683,Tvätt & Storkök i Halland Aktiebolag,,Micro,Good Profitability,Rapid Decline
5562172741,Tvättex Allrent Direktservice AB,,Micro,Good Profitability,Low Growth
5568102791,Tvättexperten i Östergötland AB,,Micro,Good Profitability,Medium Growth
5561533125,Tvättstället Hygienbutik Aktiebolag,,Micro,Low Profitability,Low Growth
5565454088,Två Grävare AB,,Small,Good Profitability,Low Growth
5565715082,Två Smålänningar AB,,Micro,Good Profitability,Low Growth
5593483158,Två Vänner AB,,Small,Good Profitability,High Growth
5591352777,Tvåpunktnoll AB,,Micro,Good Profitability,Low Growth
5593465288,Twain Studios AB,,Micro,High Profitability,High Growth
5568014095,Twindej Experience AB,,Micro,Low Profitability,High Growth
5594210519,Twinroll Retail AB,,Micro,Low Profitability,High Growth
5590720834,Tydliga AB,,Micro,Good Profitability,High Growth
5567927420,Tyggrossisten i Borås AB,,Micro,Good Profitability,High Growth
5567139810,Tyllingstrands Konsult AB,,Micro,Low Profitability,High Growth
5590040316,Tylömarks Trädgård AB,,Micro,Low Profitability,High Growth
5566582721,Tyratronic Automation Aktiebolag,,Micro,Low Profitability,High Growth
5562311323,Tyresö Finmekaniska Aktiebolag,,Micro,Good Profitability,Medium Growth
5569098725,Tyresö Målericentral AB,,Micro,Good Profitability,Declining
5561379768,Tyrilux Aktiebolag,,Micro,Good Profitability,Rapid Decline
5561150847,Tysk-Svenska Handelskammarens Service AB,,Micro,Low Profitability,Medium Growth
5566316898,Täby Danderyd Lås AB,,Micro,Good Profitability,Rapid Decline
5590263587,Täby Finmekaniska AB,,Micro,Good Profitability,Low Growth
5565998860,Täby Friskola Aktiebolag,,Small,Low Profitability,Low Growth
5569186231,Täby Maskin & Uthyrning AB,,Small,Low Profitability,Rapid Decline
5567757520,Täby Plåtteknik AB,,Micro,Good Profitability,Medium Growth
5568240963,Täljestad Lantbruk AB,,Micro,Good Profitability,High Growth
5590953963,Tängelsbols Lantbruk AB,,Micro,Good Profitability,Declining
5566648910,Tängmans Processautomation AB,,Micro,Good Profitability,Low Growth
5567647424,Tåkerngrönt AB,,Micro,Low Profitability,Declining
5562425883,Tönnersjö Plantskola Aktiebolag,,Micro,Low Profitability,Declining
5564748225,Tönnersjö Trädgård Aktiebolag,,Micro,Good Profitability,Low Growth
5590106901,Töre Djurklinik AB,,Micro,High Profitability,Low Growth
5569000143,Töre Hamn & Lager AB,,Micro,Good Profitability,High Growth
5564657483,Töre Service Center Aktiebolag,,Micro,Low Profitability,Low Growth
5562955285,Töreboda Svets Aktiebolag,,Micro,High Profitability,High Growth
5564932084,Tössebageriet AB,,Micro,Good Profitability,Low Growth
5591139125,U Maskin AB,,Micro,Good Profitability,Declining
5591368930,U-Con El och Energiteknik AB,,Micro,Good Profitability,Declining
5565699641,U-VA AB,,Micro,Good Profitability,High Growth
5563650075,U-lift AB,,Micro,Low Profitability,Low Growth
5562869858,U-nite Fasteners Technology AB,,Micro,Good Profitability,Declining
5564766219,U. Cederbergs i Habo Aktiebolag,,Micro,Good Profitability,Declining
5567292130,UA Service AB,,Micro,Good Profitability,Medium Growth
5560441247,UBA Glas & Fasad Aktiebolag,,Small,Low Profitability,Low Growth
5593172751,UBA Group AB,,Micro,Low Profitability,High Growth
5590465869,UBA Montage Aktiebolag,,Micro,Good Profitability,Medium Growth
5565034336,UCPA Resor AB,,Micro,Good Profitability,Declining
5590174743,UCS IT Solutions Linköping AB,,Micro,Low Profitability,High Growth
5568869241,UCS Industrial IT AB,,Micro,Good Profitability,Declining
5567130074,UCS One Business AB,,Micro,Low Profitability,Low Growth
5565508339,UK Portservice AB,,Micro,Good Profitability,Medium Growth
5566161724,UK/Syversen AB,,Micro,Good Profitability,Low Growth
5565679502,UMA Undermarksarbeten Mattias Johansson AB,,Micro,Good Profitability,Medium Growth
5569891111,UME Shipping AB,,Micro,Low Profitability,Rapid Decline
5562784909,UMPAC AKTIEBOLAG,,Micro,Low Profitability,Medium Growth
5560743311,UMV Coating Systems Aktiebolag,,Micro,Good Profitability,Rapid Decline
5591840870,UNDEKO AB,,Micro,Low Profitability,High Growth
5562968577,UNIC i Boxholm Aktiebolag,,Micro,Low Profitability,Declining
5560525833,UNIK Resurs i Sverige AB,,Small,Low Profitability,Declining
5566363254,UPS-teknik i Väst AB,,Micro,Low Profitability,Medium Growth
5569689101,UTE Tak Stockholm AB,,Micro,Good Profitability,Declining
5566797352,UV-System Nordic AB,,Micro,Good Profitability,Declining
5569187064,UVAB Entreprenad AB,,Micro,Low Profitability,Low Growth
5566284591,UVM United Vacuum & Materials AB,,Micro,Good Profitability,Rapid Decline
5567024095,Uanet AB,,Micro,Good Profitability,Low Growth
5569989931,Ubahn International AB,,Micro,Good Profitability,High Growth
5569118259,Uber Sweden AB,,Micro,Good Profitability,Low Growth
5563752038,Ubergs Skogsavverkning Aktiebolag,,Micro,Good Profitability,High Growth
5592256860,Ubiquiti Sweden AB,,Micro,Low Profitability,High Growth
5564840824,Ucklums Grus Aktiebolag,,Micro,Good Profitability,Rapid Decline
5592184302,Uddevalla Automation AB,,Micro,Good Profitability,High Growth
5591572432,Uddevalla Bemanning AB,,Micro,Low Profitability,Declining
5566895784,Uddevalla Hydraul & Maskin AB,,Micro,Good Profitability,Rapid Decline
5565620621,Uddevalla Teknikcenter AB,,Micro,Good Profitability,Low Growth
5564425121,Uddevallamålarna Aktiebolag,,Micro,Good Profitability,Low Growth
5564369576,Uggelsta Ägg Aktiebolag,,Micro,Low Profitability,Low Growth
5567331250,Ugglan Boule & Bar AB,,Micro,High Profitability,Declining
5591640932,UiPath AB,,Micro,Good Profitability,High Growth
5563511186,Ukna Busstrafik Aktiebolag,,Micro,Good Profitability,Medium Growth
5594194069,Uleskogs Maskin & Consulting AB,,Micro,Low Profitability,Rapid Decline
5564239753,Ulf Andersson Grus & Transport Aktiebolag,,Micro,Low Profitability,Declining
5566791520,Ulf Larsson i Hultsfred AB,,Micro,Low Profitability,Low Growth
5563440097,Ulf Nylanders Bilar AB,,Micro,Low Profitability,Medium Growth
5562084102,Ulinco Aktiebolag,,Micro,Good Profitability,Declining
5563694040,Ulinco Vulctech AB,,Micro,Good Profitability,Low Growth
5565181624,Ullevi Höns & Maskin Aktiebolag,,Micro,Good Profitability,Low Growth
5564259108,Ullevi Konferens och Kiosker AB,,Small,Low Profitability,Low Growth
5564259108,Ullevi Konferens och Kiosker AB,,Small,Low Profitability,Low Growth
5560428095,Ullna Golf Aktiebolag,,Micro,Low Profitability,Low Growth
5566060876,Ultimate Renaissance AB,,Micro,Low Profitability,Declining
5569800195,Ultinon Motion Sweden AB,,Micro,Low Profitability,Low Growth
5564480142,Ultra Clean i Malmö Aktiebolag,,Micro,Low Profitability,Declining
5560579137,Ultramare Aktiebolag,,Micro,Low Profitability,Low Growth
5567631980,Ulva Gubben AB,,Micro,Good Profitability,Rapid Decline
5592352073,Ulvsby Miljö AB,,Micro,Low Profitability,Medium Growth
5561670448,Ulö Plast Aktiebolag,,Micro,Good Profitability,Low Growth
5569310252,Umara AB,,Micro,Good Profitability,High Growth
5563919512,Ume Assistance AB,,Small,Good Profitability,High Growth
5567506216,UmeCon AB,,Micro,High Profitability,Low Growth
5569638231,Umespol Aktiebolag,,Micro,High Profitability,High Growth
5563396141,Umeå Begravningsbyrå Rodmark Åbergs Aktiebolag,,Micro,Good Profitability,Low Growth
5591588867,Umeå Elinstallation AB,,Micro,Good Profitability,Medium Growth
5560415563,Umeå Färg- och Tapetaktiebolag,,Small,Low Profitability,Declining
