OrgNr,name,address,city,incorporation_date,email,homepage,segment,segment_name,revenue,profit,employees,SDI,DR,ORS,Revenue_growth,EBIT_margin,NetProfit_margin,analysis_year,seg_revenue,seg_ebit,year_rank,avg_growth,growth_range,growth_stage,digital_maturity,industry_cluster,fit_score_reason,company_size_category,employee_size_category,profitability_category,growth_category,digital_maturity_score,overall_potential_score,industry_name
5590525662,AMINDA AB,Slussen Norra T-Banan,Stockholm,24.02.2016,,,10008074,Tidningar,35628,586,10,35628.0,586.0,740.0,0.10334148834040446,0.016447737734366228,0.020770180756708206,,,,,,,,,,,Micro,Small,Low Profitability,Medium Growth,0,299.5621351869267,
5564560372,ANDERS TRAKTORSERVICE I RÄTTVIK Aktiebolag,Stora Industriområdet,Rättvik,06.11.1992,info@rattvik.se,https://anderstraktorservice.se,10004835,"Lantbruksmaskiner, förnödenheter",63680,1572,10,63680.0,1572.0,2015.0,0.1157835716288198,0.024685929648241206,0.03164258793969849,,,,,,,,,,,Micro,Small,Low Profitability,Medium Growth,50,363.8329531926525,
5594083056,AO Research AB,Västra Trädgårdsgatan 15,Stockholm,28.11.2022,,,10005318,Marknadsundersökningar,19851,1154,2,19851.0,1154.0,1454.0,,0.05813309153191275,0.07324568031837186,,,,,,,,,,,Micro,Micro,Good Profitability,Rapid Decline,0,145.38235632978189,
5591698708,AOP Orphan Pharmaceuticals Sweden AB,Köpsvängen 16,Bromma,03.09.2018,,https://www.aoporphan.com,10241787,"Apoteksvaror, läkemedel - Partihandel",31314,1359,9,31314.0,1359.0,1794.0,0.1002037804792355,0.043399118605096765,0.057290668710480934,,,,,,,,,,,Micro,Small,Low Profitability,Medium Growth,50,371.58553271083065,"Pharmacy goods, medicines - Wholesale"
5593011363,APOFARM AB,Klagshamnsvägen 40,Bunkeflostrand,10.02.2021,,https://www.apotekelinegard.se,10000973,"Apoteksvaror, läkemedel - Distribution",35378,803,4,35378.0,803.0,1016.0,0.3288509935018593,0.02269772174797897,0.028718412572785346,,,,,,,,,,,Micro,Small,Low Profitability,High Growth,50,891.4602331245958,
5567208466,AQ Enclosure Sollefteå AB,Övergårdsvägen 4,Sollefteå,18.01.2007,,https://aqg.se,10241557,Elektrisk installationsmaterial - tillverkning,112560,6132,55,112560.0,6132.0,7799.0,0.07695398834639344,0.05447761194029851,0.06928749111584932,,,,,,,,,,ERROR: Website could not be scraped,Small,Large,Good Profitability,Low Growth,100,353.8604007167298,
5566667829,AQ Mekatronik AB,Regattagatan 21,Västerås,21.09.2004,info@aqg.se,https://www.aqgroup.com,10241558,Elektronik - Tillverkning,49103,2418,0,49103.0,2418.0,3056.0,0.09928808095280739,0.04924342708184836,0.06223652322668676,,,,,,,,,,,Micro,Micro,Low Profitability,Low Growth,50,383.95152758663943,
5592609886,ARAKII AB,Kungstensgatan 14,Stockholm,26.06.2020,,https://arakii.com/our-story/,10241668,"Läder, skor, inredning, reseeffekter och textilier",35982,5297,1-4,35982.0,5297.0,6348.0,3.9452996151731723,0.14721249513645712,0.17642154410538602,,,,,,,,,,,Micro,Micro,Good Profitability,High Growth,50,10243.870230774075,
5565902797,AREFF Systems AB,Metallgatan 1,Ronneby,08.05.2000,,https://www.areffsystems.se,10006019,Passersystem,53248,8736,15,53248.0,8736.0,11064.0,-0.0029397996442280805,0.1640625,0.20778245192307693,,,,,,,,,,"**Score: 2**

Justification: Areff Systems AB appears to be part of the Seriline Group, indicating it is not independently family or founder-owned and is part of a larger group, which reduces its fit for the criteria. While the company seems stable and established with potential for scaling or digitization, there is no clear indication of openness to new owners or partners. Additionally, the industry of electronic identification does not fall under typical exclusion categories.",Micro,Medium,High Profitability,Declining,100,427.9398708894298,
5565318820,AROS Polymerteknik AB,Hackstavägen 3 a,Västerås,23.08.1996,info@polymerteknik.com,https://polymerteknik.com,10003249,Gummivaror,58717,3324,28,58717.0,3324.0,3747.0,0.03817320272994085,0.056610521654716695,0.06381456818297937,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,50,249.60610346164384,
5566000377,AS3 Svenska Aktiebolag,Kammakargatan 30 1 Tr,Stockholm,16.11.2000,,https://www.as3.se,10005959,Organisationskonsulter,19835,5359,3,19835.0,5359.0,5359.0,0.020791518707220513,0.2701789765565919,0.2701789765565919,,,,,,,,,,,Micro,Small,High Profitability,Low Growth,50,739.9758256595311,
5565535803,ASPA Plast AB,Industrivägen 8,Bålsta,05.03.1998,,https://www.aspaplast.com,10003249,Gummivaror,30742,736,18,30742.0,736.0,936.0,-0.16622820102519598,0.023941187951336932,0.030446945546808928,,,,,,,,,,,Micro,Medium,Low Profitability,Rapid Decline,50,-343.1406776846476,
5564471539,ASPIRA MEDICAL Aktiebolag,Gimsbärke 326,Borlänge,30.04.1992,,https://www.aspira.se,10002658,Forskning,45100,3725,9,45100.0,3725.0,4703.0,0.9890623621769428,0.08259423503325942,0.10427937915742794,,,,,,,,,,,Micro,Small,Good Profitability,High Growth,50,2691.7542430255053,
5569033763,AST Medical AB,Backa Bergögata 5,Hisings Backa,10.09.2012,info@astmedical.se,https://www.astmedical.se,10241787,"Apoteksvaror, läkemedel - Partihandel",66431,935,5,66431.0,935.0,1225.0,0.09855964015809238,0.014074754256296007,0.01844018605771402,,,,,,,,,,,Micro,Small,Low Profitability,Low Growth,50,294.252063535971,"Pharmacy goods, medicines - Wholesale"
5591879654,ASTRIO ENTREPRENAD AB,Ruskvädersgatan 8,Göteborg,20.12.2018,info@astrioentreprenad.se,https://www.astrioentreprenad.se,10008506,"Väganordningar, trafikanordningar, vägarbeten",43642,1568,20,43642.0,1568.0,2001.0,0.573478511681569,0.03592869254387975,0.045850327666009806,,,,,,,,,,,Micro,Medium,Low Profitability,High Growth,50,1536.127115563622,
5569022428,ATRON Systems Sweden AB,Teknikringen 4,Linköping,29.08.2012,info@atron-systems.se,https://www.atron-systems.se,10001059,Datorer - Service,44279,4664,10,44279.0,4664.0,5915.0,0.05786367871562703,0.10533209873755053,0.13358476930373314,,,,,,,,,,,Micro,Small,Good Profitability,Low Growth,50,420.6001411329439,
5565965786,AVT Industriteknik AB,Industrigatan 1,Alingsås,06.09.2000,info@avt.se,https://avt.se,10004236,Industriautomation,62571,4618,38,62571.0,4618.0,5908.0,0.0740327508668337,0.0738041584759713,0.09442073804158475,,,,,,,,,,,Micro,Medium,Good Profitability,Low Growth,50,382.24870085701247,
5562249507,AWI Maskin AB,Hammarvägen 19,Arlöv,24.12.1982,info@awimaskin.com,https://www.awi.se,10241670,"Maskiner, produktion, fartyg och flygplan - agentur",30838,1845,5,30838.0,1845.0,2352.0,-0.01636311441421323,0.05982878267073092,0.07626953758350087,,,,,,,,,,,Micro,Small,Good Profitability,Declining,50,121.24126564129425,
5564341047,AXOTAN Aktiebolag,,Rydebäck,07.11.1991,info@axotan.se,https://www.axotan.se,10241787,"Apoteksvaror, läkemedel - Partihandel",46815,870,6,46815.0,870.0,1116.0,0.13364490507555216,0.018583787247677026,0.023838513297020185,,,,,,,,,,,Micro,Small,Low Profitability,Medium Growth,50,393.18876830807295,"Pharmacy goods, medicines - Wholesale"
