OrgNr,name,address,city,incorporation_date,email,homepage,segment,segment_name,revenue,profit,employees,SDI,DR,ORS,Revenue_growth,EBIT_margin,NetProfit_margin,analysis_year,seg_revenue,seg_ebit,year_rank,avg_growth,growth_range,growth_stage,digital_maturity,industry_cluster,fit_score_reason,company_size_category,employee_size_category,profitability_category,growth_category,digital_maturity_score,overall_potential_score
5568709645,"Solna Marin i Stockholm AB","Militärvägen 43",Vaxholm,07.11.2011,,https://solnamarin.se,10001810,"Båtvarv, båtbyggare",15449,1554,6,15449.0,1554.0,1961.0,-0.0568951834442342,0.10058903488899,0.12693378212182,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,121.773251111889
5563590123,"Skycon Mechanical Access Aktiebolag","Datavägen 3 a","Järfälla",11.05.1989,,https://skycon.se,10001810,"Båtvarv, båtbyggare",33533,4072,5,33533.0,4072.0,5246.0,0.135057373997224,0.121432618614499,0.156442906987147,,,,,,,,,,,Micro,Small,"Good Profitability","Medium Growth",50,653.808814029309
5567380042,"Sjödoffs Fastighetsservice och Trosspassning AB","Maskinistgatan 2 a","Köping",14.09.2007,,https://www.sjodoff.se,10001810,"Båtvarv, båtbyggare",22337,528,17,22337.0,528.0,691.0,0.302373039472917,0.0236379101938488,0.0309352195908135,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,827.583216666914
5566409388,"Simrishamns Varv AB","Lotsgatan 1",Simrishamn,14.03.2003,info@simrishamnsvarv.se,https://www.simrishamnsvarv.se,10001810,"Båtvarv, båtbyggare",81095,2217,30,81095.0,2217.0,2824.0,0.253555308229766,0.0273383069239781,0.0348233553240027,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,714.936775384359
5566292321,"ScanMarine AB","Transportvägen 20","Eslöv",16.09.2002,,https://www.scanmarine.se,10001810,"Båtvarv, båtbyggare",75214,679,16,75214.0,679.0,826.0,0.310211476152318,0.0090275746536549,0.0109819980322812,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,810.785662014933
5567137947,"Safe at Sea AB","Importgatan 15 f","Hisings Backa",25.10.2006,info@safeatsea.se,https://www.safeatsea.se,10001810,"Båtvarv, båtbyggare",15169,1070,5,15169.0,1070.0,1070.0,0.382519139628144,0.0705385984573802,0.0705385984573802,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,1145.18226771381
5568458276,"SWEMAR AB","Makrillgatan 6","Västra Frölunda",14.03.2011,,https://www.swemar.se,10001810,"Båtvarv, båtbyggare",29905,5102,3,29905.0,5102.0,6430.0,0.936225315636128,0.170606921919411,0.215014211670289,,,,,,,,,,,Micro,Small,"High Profitability","High Growth",50,2779.65535638885
5567243885,"SIMPLEX Turbulo System AB","Hamnvägen 4",Surte,22.02.2007,,https://www.simplexts.se,10001810,"Båtvarv, båtbyggare",20962,2351,2,20962.0,2351.0,2973.0,0.892902293660827,0.11215532869001,0.141828069840664,,,,,,,,,,,Micro,Micro,"Good Profitability","High Growth",50,2525.19646087709
5562459312,"SF Marina System Aktiebolag","Propellergången 4","Göteborg",26.06.1984,,https://www.sfmarina.com,10001810,"Båtvarv, båtbyggare",79926,1007,5,79926.0,1007.0,1383.0,0.357784761742971,0.0125991542176513,0.0173035057428121,,,,,,,,,,,Micro,Small,"Low Profitability","High Growth",50,938.659604901556
5564414364,"Rotationsplast i Munka-Ljungby Aktiebolag","Företagaregatan 13",Munka-Ljungby,15.01.1992,,https://www.rotationsplast.se,10001810,"Båtvarv, båtbyggare",28340,3271,14,28340.0,3271.0,4208.0,-0.0974234848243575,0.115419901199718,0.1484827099506,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,57.5618909384006
5560916065,"Rosättra Båtvarv Aktiebolag","Rosättra Varvsväg 57","Norrtälje",02.03.1964,,https://www.linjett.se,10001810,"Båtvarv, båtbyggare",74825,816,47,74825.0,816.0,1004.0,0.0385581634211001,0.0109054460407618,0.0134179752756432,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,136.346086154655
5562231224,"Rodins Marin Hunnebostrand AB","Lökholmsvägen 6",Hunnebostrand,30.11.1982,,https://rodinsmarin.se,10001810,"Båtvarv, båtbyggare",23441,1839,6,23441.0,1839.0,2346.0,0.0170072454336414,0.0784522844588541,0.100081054562519,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,251.207427231239
5561831651,"Rodins Marin AB","Ulvegropsvägen 1",Uddevalla,01.01.1973,,https://rodinsmarin.se,10001810,"Båtvarv, båtbyggare",96288,6123,18,96288.0,6123.0,7809.0,-0.163564026164685,0.0635904785643071,0.0811004486540379,,,,,,,,,,,Micro,Medium,"Good Profitability","Rapid Decline",50,-237.193149000944
5590753074,"Ringens Varv i Marstrand AB","Lilla Varvsgatan 3",Marstrand,06.09.2016,info@ringensvarv.se,https://www.ringensvarv.se,10001810,"Båtvarv, båtbyggare",45724,1968,14,45724.0,1968.0,2511.0,0.0840722651619328,0.0430408538185636,0.0549164552532587,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,330.397107451241
5567193395,"Rindövarvet AB","Rindövägen 2",Vaxholm,03.01.2007,info@rindovarvet.se,https://rindovarvet.se,10001810,"Båtvarv, båtbyggare",56512,2295,17,56512.0,2295.0,2910.0,0.487118760032631,0.0406108437146093,0.0514934881087203,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,1331.9652893681
5568012594,"Quista Maritime AB","Vallhamn Industriväg 210","Kållekärr",24.02.2010,info@bengzon.se,https://bengzon.se,10001810,"Båtvarv, båtbyggare",17150,849,18,17150.0,849.0,1068.0,0.094797318863709,0.0495043731778426,0.0622740524781341,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,373.297105103879
5561662494,"Premator Aktiebolag","Anders Carlssons Gata 32","Göteborg",01.01.1972,info@premator.se,https://www.premator.com,10001810,"Båtvarv, båtbyggare",43004,7808,23,43004.0,7808.0,7795.0,-0.0280703340414953,0.181564505627383,0.181262208166682,,,,,,,,,,,Micro,Medium,"High Profitability",Declining,50,396.342938964721
5564817467,"Powerboat Marine Christian Fält & Co Aktiebolag","Grönvik","Bohus-Malmön",24.01.1994,info@powerboat.se,https://www.powerboat.se,10001810,"Båtvarv, båtbyggare",18851,2813,11,18851.0,2813.0,3597.0,-0.0570728291316527,0.14922285289905,0.19081215850618,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,242.922186918494
5568206204,"Outboard Service i Stockholm AB","Ilända Bryggväg 21","Färentuna",05.10.2010,info@outboardservice.se,https://www.outboardservice.se,10001810,"Båtvarv, båtbyggare",15219,1992,5,15219.0,1992.0,2522.0,0.00250312891113902,0.130889020303568,0.165713910243774,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,346.018420536767
5562206887,"Orust Yachtservice AB","Varvsvägen 1","Henån",05.10.1982,,https://www.orustyachtservice.se,10001810,"Båtvarv, båtbyggare",57203,2450,30,57203.0,2450.0,3111.0,0.294185520361991,0.0428299215076132,0.0543852595143611,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,855.18161217401
5560781410,"Orust Fartygsservice Aktiebolag","Industrivägen 13","Henån",18.04.1961,info@ofab.se,https://www.ofab.se,10001810,"Båtvarv, båtbyggare",69605,8087,38,69605.0,8087.0,10247.0,0.297245415237811,0.116184182170821,0.147216435600891,2024,69605.0,10545.0,1,0.0939775114014522,0.427011702926152,Growth,High,Other,,Micro,Medium,"Good Profitability","High Growth",50,1046.24800602158
5561207274,"Nordwall Marin Aktiebolag","Andersbergsvägen 4","Lidingö",06.11.1968,info@nordwallmarin.se,https://www.nordwallmarin.se,10001810,"Båtvarv, båtbyggare",19022,1454,7,19022.0,1454.0,1864.0,-0.086534767575874,0.0764378088529072,0.0979917989696141,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,-12.694841807417
5568122104,"Nimbus Group Operations AB","Talattagatan 10","Västra Frölunda",22.06.2010,info@alukin.se,https://www.alukin.se,10001810,"Båtvarv, båtbyggare",74947,2329,11,74947.0,2329.0,2971.0,0.14251958901186,0.0310752932071998,0.0396413465515631,,,,,,,,,,,Micro,Medium,"Low Profitability","Medium Growth",50,446.674573047649
5562960442,"Navtor Nautic AB","Svalörtsgatan 16","Västra Frölunda",07.04.1987,,https://www.navtor.com,10001810,"Båtvarv, båtbyggare",115150,3182,14,115150.0,3182.0,4043.0,0.0,0.0276335214937039,0.0351107251411203,,,,,,,,,,,Small,Medium,"Low Profitability",Declining,50,81.8716787342597
5562960442,"Navtor Nautic AB","Svalörtsgatan 16","Västra Frölunda",07.04.1987,,https://www.navtor.com,10001810,"Båtvarv, båtbyggare",115150,3182,14,115150.0,3182.0,4043.0,0.107062510815852,0.0276335214937039,0.0351107251411203,,,,,,,,,,,Small,Medium,"Low Profitability","Medium Growth",50,349.527955773889
5567266894,"Navigationsteknik Sverige AB","Boställsgatan 6","Vinslöv",20.03.2007,,https://www.navigationsteknik.se,10001810,"Båtvarv, båtbyggare",15392,1700,7,15392.0,1700.0,2157.0,-0.125802237746351,0.110446985446985,0.140137733887734,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-25.8496507484136
5593774648,"Najad Yachts AB","Varvsvägen 1","Henån",27.04.2022,,,10001810,"Båtvarv, båtbyggare",17828,2413,2,17828.0,2413.0,2413.0,2.46443839875632,0.13534888938748,0.13534888938748,,,,,,,,,,,Micro,Micro,"Good Profitability","High Growth",0,6499.51279035949
5566349170,"N Östlunds El AB","Prästgårdsvägen 7",Gryt,20.11.2002,,https://www.ostlunds.eu,10001810,"Båtvarv, båtbyggare",15369,1280,2,15369.0,1280.0,1597.0,0.227555910543131,0.0832845338018088,0.103910469126163,,,,,,,,,,,Micro,Micro,"Good Profitability","High Growth",50,789.63953336235
5567025597,"Mälarvarvet AB","Mälarvarvsbacken 2-18 Östra Långholmen",Stockholm,24.04.2006,info@malarvarvet.se,https://www.malarvarvet.se,10001810,"Båtvarv, båtbyggare",32011,1490,12,32011.0,1490.0,1929.0,0.0420247395833333,0.0465464996407485,0.0602605354409422,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,234.008125560204
5566059639,"Myggenäs Marin AB","Myggenäs Marina","Myggenäs",29.01.2001,info@myggenasmarin.se,https://www.myggenasmarin.se,10001810,"Båtvarv, båtbyggare",51350,1466,16,51350.0,1466.0,1910.0,-0.0816910476054222,0.0285491723466407,0.0371957156767283,,,,,,,,,,,Micro,Medium,"Low Profitability",Declining,50,-120.226313146954
5566655220,"Motor-Service Sweden AB","Mölna Fabriksväg 8","Vagnhärad",28.08.2004,,https://www.motor-service.se,10001810,"Båtvarv, båtbyggare",40801,6947,6,40801.0,6947.0,8805.0,-0.0794413609494157,0.170265434670719,0.215803534227102,,,,,,,,,,,Micro,Small,"High Profitability",Declining,50,239.662186803258
5560905894,"Marinkompaniet i Syd AB","Idrottsvägen 50",Karlshamn,20.12.1963,info@marinkompaniet.se,https://www.marinkompaniet.com,10001810,"Båtvarv, båtbyggare",47280,592,10,47280.0,592.0,765.0,-0.331778672885308,0.0125211505922166,0.0161802030456853,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-785.52560573273
5567017974,"Malepert AB","Månstensvägen 2",Kode,07.04.2006,,,10001810,"Båtvarv, båtbyggare",30530,1044,2,30530.0,1044.0,1348.0,0.62861410434226,0.0341958729118899,0.0441532918440878,,,,,,,,,,,Micro,Micro,"Low Profitability","High Growth",0,1657.10126813537
5568485741,"Magnified AB","Östra Verken 7","Söderfors",05.04.2011,,,10001810,"Båtvarv, båtbyggare",16703,1869,7,16703.0,1869.0,2378.0,0.120330002012207,0.111896066574867,0.14236963419745,,,,,,,,,,,Micro,Small,"Good Profitability","Medium Growth",0,580.606928967685
5566790746,"MMG Marine Aktiebolag","Talmansvägen 3 Södra Hamnen Nogersund","Sölvesborg",11.04.2005,info@mmgmarine.se,https://www.mmgmarine.se,10001810,"Båtvarv, båtbyggare",134923,8917,26,134923.0,8917.0,11271.0,-0.168988667159399,0.0660895473714637,0.0835365356536691,,,,,,,,,,,Small,Medium,"Good Profitability","Rapid Decline",50,-244.410491969838
5564694726,"MARINBUTIKEN i Roslagen Aktiebolag","Sågvägen 16","Åkersberga",08.09.1993,,https://www.marinbutiken.com,10001810,"Båtvarv, båtbyggare",41903,1372,9,41903.0,1372.0,1742.0,-0.161738817316156,0.0327422857551965,0.0415722024676037,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-309.886571402398
5565841920,"Linjon Group AB","Beckholmsvägen 8",Stockholm,27.01.2000,info@linjon.se,https://www.linjon.se,10001810,"Båtvarv, båtbyggare",32991,1195,12,32991.0,1195.0,1555.0,0.0430617471307977,0.0362219999393774,0.0471340668667212,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,210.791845175438
5562824119,"Lindströms Båtvarv Aktiebolag","Smådalarövägen 71","Dalarö",08.09.1986,info@lbv.se,https://lbv.se,10001810,"Båtvarv, båtbyggare",21728,2068,11,21728.0,2068.0,2607.0,0.158703071672355,0.0951767304860088,0.119983431516937,,,,,,,,,,,Micro,Medium,"Good Profitability","Medium Growth",50,647.25382539591
5565493011,"Kummelnäs Varv Aktiebolag","Pråmvägen 6","Saltsjö-Boo",25.11.1997,info@kummelnasvarv.se,https://www.kummelnasvarv.se/kontaktaoss_1.html,10001810,"Båtvarv, båtbyggare",17903,2507,6,17903.0,2507.0,3168.0,0.0827990806822305,0.140032396805005,0.176953583198347,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,569.623451218088
5590223821,"Konsar Entreprenad AB","Bruksvägen 61","Hässelby",10.08.2015,,,10001810,"Båtvarv, båtbyggare",27392,722,4,27392.0,722.0,931.0,0.128682681610285,0.0263580607476636,0.0339880257009346,,,,,,,,,,,Micro,Small,"Low Profitability","Medium Growth",0,387.67033589487
5590870753,"Kallhälls Marin & Motor AB","Henry Bergstens Väg 4","Järfälla",24.11.2016,,https://www.kallhallsmarin.se,10001810,"Båtvarv, båtbyggare",24809,986,6,24809.0,986.0,1258.0,0.159569992989016,0.0397436414204523,0.0507074045709218,,,,,,,,,,,Micro,Small,"Low Profitability","Medium Growth",50,510.846108523671
5563316693,"KMY i Falkenberg AB","Hamnvägen 12",Falkenberg,08.09.1988,,,10001810,"Båtvarv, båtbyggare",17395,1091,1,17395.0,1091.0,1374.0,0.00677161708531071,0.0627191721759126,0.0789882150043116,,,,,,,,,,,Micro,Micro,"Good Profitability","Low Growth",0,173.770460653058
5567023956,"Inspekt AlfaTest AB","Gubbhögsgatan 6",Landskrona,21.04.2006,info@alfatest.se,https://www.alfatest.se,10001810,"Båtvarv, båtbyggare",20349,1022,8,20349.0,1022.0,1290.0,0.433330985419455,0.0502235982112143,0.0633937785640572,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,1221.43733157667
5561957191,"IVANOFF HOVERCRAFT AB","Gransbergsvägen 6-8",Djurhamn,01.01.1977,info@hovercraft.se,https://hovercraft.se,10001810,"Båtvarv, båtbyggare",17934,3019,2,17934.0,3019.0,3848.0,0.0121338675997518,0.168339466934315,0.214564514330322,,,,,,,,,,,Micro,Micro,"High Profitability","Low Growth",50,463.728171335166
5593289373,"ICMS Marine Service AB","Kontorsgatan 24",Landskrona,28.07.2021,,,10001810,"Båtvarv, båtbyggare",32476,1256,2,32476.0,1256.0,1594.0,0.235956766631146,0.0386747136346841,0.0490823993102599,,,,,,,,,,,Micro,Micro,"Low Profitability","High Growth",0,686.659890664576
5562926922,"Höga-Produkter Aktiebolag","Storängsvägen 3","Laxå",03.03.1987,info@hrboat.com,https://www.hrboat.com,10001810,"Båtvarv, båtbyggare",53413,1736,24,53413.0,1736.0,2184.0,-0.258749895917178,0.032501450957632,0.0408889221725048,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-552.987579898864
5563837433,"Heds Motor AB","Kräftgatan 4","Luleå",27.02.1990,,https://www.heds.se,10001810,"Båtvarv, båtbyggare",65068,3952,8,65068.0,3952.0,5000.0,0.0603956846256641,0.0607364603184361,0.0768426876498432,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,315.493032360251
5560749664,"Hasslö Varv AB","Hamnvägen 2","Hasslö",28.11.1960,info@hasslovarv.se,https://www.hasslovarv.se,10001810,"Båtvarv, båtbyggare",94352,6035,45,94352.0,6035.0,7587.0,-0.08179491421509,0.0639626081058165,0.0804116499915211,,,,,,,,,,,Micro,Medium,"Good Profitability",Declining,50,-31.8448852731837
5563999811,"Hallabro Plast AB","Plogvägen 1",Tingsryd,04.07.1990,info@hallabroplast.se,https://www.hallabroplast.se,10001810,"Båtvarv, båtbyggare",24679,1246,11,24679.0,1246.0,1591.0,0.00899464409828687,0.0504882693788241,0.0644677661169415,,,,,,,,,,,Micro,Medium,"Good Profitability","Low Growth",50,161.268981192777
5566280250,"Gåshaga Marina AB","Gåshagaleden 12","Lidingö",16.07.2002,,https://www.gashagamarina.se,10001810,"Båtvarv, båtbyggare",24340,2535,8,24340.0,2535.0,3218.0,0.215784215784216,0.104149548069022,0.132210353327855,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,812.395259633095
5562186238,"Grundsunds Marina AB","Ponteviksvägen 4",Grundsund,01.01.1982,info@grundsundsmarina.se,https://www.grundsundsmarina.se,10001810,"Båtvarv, båtbyggare",15870,955,6,15870.0,955.0,1237.0,0.0629604822505023,0.0601764335223693,0.0779458097038437,,,,,,,,,,,Micro,Small,"Good Profitability","Low Growth",50,320.381964432179
5569774184,"Greatwhite of Sweden AB","Kristevik 617",Uddevalla,14.07.2014,info@greatwhite.se,https://www.greatwhite.se,10001810,"Båtvarv, båtbyggare",32009,2522,5,32009.0,2522.0,3200.0,-0.138524060716977,0.078790340216814,0.0999718829079321,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-136.754278750408
5562481217,"Granec Maskin Aktiebolag","Småbåtsgatan 2","Luleå",09.08.1984,,https://www.granec.se,10001810,"Båtvarv, båtbyggare",60889,1047,12,60889.0,1047.0,1383.0,-0.0809623715152521,0.0171952240963064,0.0227134622017113,,,,,,,,,,,Micro,Medium,"Low Profitability",Declining,50,-146.765646047364
5566013750,"Gotlands El & Tele Teknik AB","Hyvelgatan 5 c",Visby,29.11.2000,,https://www.gettab.se,10001810,"Båtvarv, båtbyggare",35562,5291,21,35562.0,5291.0,6681.0,0.329321172248804,0.148782408188516,0.187869073730386,2024,35562.0,6007.0,1,0.0727767972914928,0.397650210348685,"Early Growth",High,Other,,Micro,Medium,"Good Profitability","High Growth",50,1207.8478560933
5560520628,"GBM Marin AB","Norrsundsvägen 22",Havstenssund,14.05.1948,,https://www.gbm.se,10001810,"Båtvarv, båtbyggare",90605,1620,13,90605.0,1620.0,2106.0,-0.302442855053161,0.0178798079576182,0.0232437503449037,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-698.681105238857
5569650897,"Floretten AB","Bergavägen 15",Helsingborg,13.03.2014,info@floretten.se,https://www.floretten.se,10001810,"Båtvarv, båtbyggare",27347,620,12,27347.0,620.0,782.0,0.0545251224308796,0.0226715910337514,0.0285954583683768,,,,,,,,,,,Micro,Medium,"Low Profitability","Low Growth",50,205.560151161578
5567260244,"Floattech Sweden AB","Västbovägen 58","Värnamo",12.03.2007,info@floattech.se,https://www.floattech.se,10001810,"Båtvarv, båtbyggare",23168,4740,6,23168.0,4740.0,6063.0,0.0077863325938492,0.204592541436464,0.261697168508287,,,,,,,,,,,Micro,Small,"High Profitability","Low Growth",50,543.505105075783
5564606563,"Falkvarv AB","Hamnvägen 12",Falkenberg,14.01.1993,info@falkvarv.se,https://falkvarv.se,10001810,"Båtvarv, båtbyggare",135991,7262,38,135991.0,7262.0,8846.0,0.182859578317445,0.0534005926862807,0.0650484223220654,2024,135991.0,11214.0,1,0.0668490243141221,0.245364270157397,Established,High,Other,,Small,Medium,"Good Profitability","Medium Growth",50,603.490405009314
5568269830,"El & Marinteknik i Stockholm AB","Beckholmsvägen 4",Stockholm,22.11.2010,info@elmarin.se,https://www.elmarin.se,10001810,"Båtvarv, båtbyggare",35479,842,15,35479.0,842.0,1106.0,0.100499395142529,0.0237323487133234,0.0311733701626314,,,,,,,,,,,Micro,Medium,"Low Profitability","Medium Growth",50,323.168057139632
5561784694,"EKG Bildelar i Stockholm Aktiebolag","Ringvägen 114",Stockholm,01.01.1973,,https://www.ekgbildelar.se,10001810,"Båtvarv, båtbyggare",19506,1751,5,19506.0,1751.0,2212.0,0.407257773609408,0.089767251102225,0.11340100481903,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,1255.11132677908
5591011118,"Donsö Engine and Shiprepair AB","Amalia Jönssons Gata 11","Västra Frölunda",16.02.2017,,https://www.desabgbg.se,10001810,"Båtvarv, båtbyggare",66085,2873,28,66085.0,2873.0,3678.0,0.21090242785158,0.0434743133842778,0.0556555950669592,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,648.607065589645
5592574775,"Delta Marine Services Scandinavia AB","Krogshult 121 b","Våxtorp",28.05.2020,,,10001810,"Båtvarv, båtbyggare",26223,4428,1-4,26223.0,4428.0,5664.0,0.279670115166894,0.168859398238188,0.215993593410365,,,,,,,,,,,Micro,Micro,"High Profitability","High Growth",0,1121.38934101271
5590050273,"CKG i Uddevalla AB","Skredsviks Backa 201",Uddevalla,24.02.2015,,,10001810,"Båtvarv, båtbyggare",29802,1782,6,29802.0,1782.0,2260.0,1.55964957485184,0.0597946446547212,0.075833836655258,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",0,4048.68505376641
5591017172,"Bröderna Martinssons Varvs AB",Svineviken,"Henån",21.02.2017,,,10001810,"Båtvarv, båtbyggare",16526,903,4,16526.0,903.0,1147.0,0.393305792091729,0.0546411714873533,0.0694057848239138,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",0,1119.90872394771
5561192849,"Brohäll Marin AB","Bullandö  Marina","Värmdö",05.09.1968,,https://brohallmarin.se,10001810,"Båtvarv, båtbyggare",19702,1446,9,19702.0,1446.0,1848.0,0.115754898629516,0.073393564105167,0.0937975840016242,,,,,,,,,,,Micro,Small,"Good Profitability","Medium Growth",50,485.420411836708
5592522105,"Braspenning Coatings Sweden AB","Profilgatan 65",Landskrona,16.04.2020,,,10001810,"Båtvarv, båtbyggare",74029,4318,5,74029.0,4318.0,5438.0,0.609816030965946,0.0583284928879223,0.0734576990098475,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",0,1670.54638213467
5566388699,"Borås Marin o Motor Aktiebolag","Gravryd 5 Vid Gamla Riksväg 40","Rångedala",15.01.2003,,https://borasmarin.se,10001810,"Båtvarv, båtbyggare",26229,1140,7,26229.0,1140.0,1440.0,-0.417560455665845,0.0434633421022532,0.0549010637081093,,,,,,,,,,,Micro,Small,"Low Profitability","Rapid Decline",50,-922.67721140898
5560852971,"Borgs Motor Aktiebolag","Yxhultsvägen 135",Kumla,28.11.1962,,https://www.borgsmotor.se,10001810,"Båtvarv, båtbyggare",25800,2331,4,25800.0,2331.0,2978.0,-0.487118320610687,0.0903488372093023,0.115426356589147,,,,,,,,,,,Micro,Small,"Good Profitability","Rapid Decline",50,-979.359208503462
5564744646,"Björnhammarvarvet AB","Björnhammarvägen 25","Åkersberga",06.10.1993,info@bjornhammarvarvet.se,https://bjornhammarvarvet.se,10001810,"Båtvarv, båtbyggare",65491,1438,14,65491.0,1438.0,1846.0,1.6003970617431,0.0219572154952589,0.0281870791406453,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,4068.5494205959
5567360002,"Bilskadeforum i Kungsängen AB","Kraftvägen 34","Kungsängen",15.08.2007,,https://www.bilskadeforum.se,10001810,"Båtvarv, båtbyggare",15213,639,7,15213.0,639.0,807.0,0.262384864326612,0.0420035495957405,0.0530467363439164,,,,,,,,,,,Micro,Small,"Low Profitability","High Growth",50,773.509067305881
5569562407,"Bil & Maskin Skåne AB","Görarpsvägen 168",Helsingborg,20.12.2013,info@bilomaskin.com,https://bilomaskin.com,10001810,"Båtvarv, båtbyggare",48719,2952,10,48719.0,2952.0,3756.0,0.308735829796379,0.0605923766908188,0.0770951784724645,,,,,,,,,,,Micro,Small,"Good Profitability","High Growth",50,935.942313717994
5562861087,"Baltic Kalmar Marina AB","Ölandskajen 10",Kalmar,10.11.1986,,https://baltic.nu,10001810,"Båtvarv, båtbyggare",15366,688,8,15366.0,688.0,758.0,0.0521774856203781,0.0447741767538722,0.0493296889235976,,,,,,,,,,,Micro,Small,"Low Profitability","Low Growth",50,254.917570935626
5564461837,"Arronet Teknik Aktiebolag","Varvsvägen 2","Öregrund",01.04.1992,info@arronet.se,https://arronet.se,10001810,"Båtvarv, båtbyggare",124985,14761,57,124985.0,14761.0,18772.0,0.0660156083415071,0.118102172260671,0.150194023282794,2023,124985.0,25841.0,1,0.121444501440138,0.0955620250103197,Established,High,Other,,Small,Large,"Good Profitability","Low Growth",50,473.106914005446
5567837892,"Aronsson & Monsén Svets AB","Vältvägen 10","Skövde",09.06.2009,info@amsvets.se,https://www.amsvets.se,10001810,"Båtvarv, båtbyggare",25455,2561,8,25455.0,2561.0,3238.0,-0.0930307133186061,0.100608917697898,0.127204871341583,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,31.5091484482303
5562549906,"Arcona Yachts AB","Varvsvägen 1","Henån",21.01.1985,,https://arconayachts.se,10001810,"Båtvarv, båtbyggare",86993,9012,5,86993.0,9012.0,9012.0,-0.0238228825351228,0.103594542089593,0.103594542089593,,,,,,,,,,,Micro,Small,"Good Profitability",Declining,50,212.146631386177
5560875055,"Aktiebolaget Motala Båtvarv","Fabriksgatan 26",Motala,07.05.1963,,https://www.motalaboat.se,10001810,"Båtvarv, båtbyggare",43542,1564,14,43542.0,1564.0,1982.0,0.222574757826758,0.0359193422442699,0.0455192687520096,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,658.84410517757
5560639709,"Aktiebolaget Gotenius Varv & Mekaniska Verkstad","Manufakturgatan 3","Göteborg",20.11.1956,info@gotenius.se,https://www.gotenius.se,10001810,"Båtvarv, båtbyggare",34280,1439,15,34280.0,1439.0,1739.0,0.26136070942341,0.041977829638273,0.0507292882147024,,,,,,,,,,,Micro,Medium,"Low Profitability","High Growth",50,770.932047654207
5565639308,"VENI Metering AB","Norra Ågatan 40 a","Mölndal",12.02.1999,,https://venimetering.se,10241563,Energihandel,81365,2162,0,81365.0,2162.0,2776.0,-0.347927135174989,0.0265716217046642,0.0341178639464143,,,,,,,,,,,Micro,Micro,"Low Profitability","Rapid Decline",50,-790.685371175813
5592877640,"Upplands Energi Produkt & Miljö AB","Ramsjövägen 46","Björklinge",07.12.2020,,,10241563,Energihandel,47408,897,18,47408.0,897.0,1131.0,0.157167614537821,0.0189208572392845,0.023856733040837,,,,,,,,,,,Micro,Medium,"Low Profitability","Medium Growth",0,440.339699442765
5591959035,"UFC Sweden AB",,Stockholm,21.02.2019,,,10241563,Energihandel,19958,4827,0,19958.0,4827.0,6072.0,0.516680598829698,0.241857901593346,0.304238901693556,,,,,,,,,,,Micro,Micro,"High Profitability","High Growth",0,1896.39614605761
5565299921,"Tibro Energi AB","Fabriksgatan 10",Tibro,04.03.1996,,https://tibroenergi.se,10241563,Energihandel,68834,1406,18,68834.0,1406.0,1710.0,-0.179218735094916,0.020425952291019,0.024842374407996,,,,,,,,,,,Micro,Medium,"Low Profitability","Rapid Decline",50,-384.309872009742
